,S_no,center_id,center_name,csa,cva,hol,awareness,crowd
832,832,108,Kongunadu Hospital,103,6,0,0.36,0.36669248809198696
833,833,108,Kongunadu Hospital,104,148,0,0.36,0.26401808862187337
834,834,108,Kongunadu Hospital,150,142,0,0.36,0.23301536802069187
835,835,108,Kongunadu Hospital,200,3,0,0.36,0.23683054399752337
836,836,108,Kongunadu Hospital,121,199,0,0.36,0.2208063752288418
837,837,108,Kongunadu Hospital,186,87,0,0.36,0.21225884100117726
838,838,108,Kongunadu Hospital,24,127,0,0.36,0.49049525391596926
839,839,108,Kongunadu Hospital,5,33,0,0.36,0.4303373383666175
840,840,108,Kongunadu Hospital,166,27,0,0.36,0.29559748680485076
841,841,108,Kongunadu Hospital,113,158,0,0.36,0.25896946003263077
842,842,108,Kongunadu Hospital,154,56,0,0.36,0.3250285655278645
843,843,108,Kongunadu Hospital,30,113,0,0.36,0.3328135216438982
844,844,108,Kongunadu Hospital,15,63,0,0.36,0.32420807488044423
845,845,108,Kongunadu Hospital,192,112,0,0.36,0.24178397502016108
846,846,108,Kongunadu Hospital,186,195,0,0.36,0.1928349893141166
847,847,108,Kongunadu Hospital,33,3,0,0.36,0.416737256818853
848,848,108,Kongunadu Hospital,9,161,0,0.36,0.2662201997990796
849,849,108,Kongunadu Hospital,68,96,0,0.36,0.30586962071042734
850,850,108,Kongunadu Hospital,164,77,1,0.36,0.46320695751027846
851,851,108,Kongunadu Hospital,195,76,1,0.36,0.45782006389427066
852,852,108,Kongunadu Hospital,188,54,1,0.36,0.4856561059394927
853,853,108,Kongunadu Hospital,184,183,1,0.36,0.44580113254732245
854,854,108,Kongunadu Hospital,17,100,1,0.36,0.6352660910586091
855,855,108,Kongunadu Hospital,129,56,1,0.36,0.46250833442554423
856,856,108,Kongunadu Hospital,198,142,1,0.36,0.509504928872903
857,857,108,Kongunadu Hospital,53,57,1,0.36,0.6045217458450596
858,858,108,Kongunadu Hospital,13,68,1,0.36,0.6259846084654939
859,859,108,Kongunadu Hospital,125,29,1,0.36,0.5801423949977342
860,860,108,Kongunadu Hospital,117,16,1,0.36,0.6202404186187512
861,861,108,Kongunadu Hospital,140,4,1,0.36,0.46316005606931376
862,862,108,Kongunadu Hospital,29,47,1,0.36,0.5285102115611606
863,863,108,Kongunadu Hospital,186,8,1,0.36,0.47830247388521513
864,864,108,Kongunadu Hospital,140,108,1,0.36,0.393415132176483
865,865,108,Kongunadu Hospital,105,127,1,0.36,0.4819147926789823
866,866,108,Kongunadu Hospital,94,25,1,0.36,0.6555305479209151
867,867,108,Kongunadu Hospital,90,18,1,0.36,0.5015960268553049
868,868,108,Kongunadu Hospital,131,65,1,0.36,0.49617615459446573
869,869,108,Kongunadu Hospital,2,42,1,0.36,0.7618257654058092
870,870,108,Kongunadu Hospital,29,28,1,0.36,0.7388794558936627
871,871,108,Kongunadu Hospital,73,141,1,0.36,0.5253231826905442
872,872,108,Kongunadu Hospital,175,108,1,0.36,0.43831724118978943
873,873,108,Kongunadu Hospital,32,79,1,0.36,0.49610313729976163
874,874,108,Kongunadu Hospital,144,10,1,0.36,0.5299906997886326
875,875,108,Kongunadu Hospital,142,76,1,0.36,0.4563280309252354
876,876,108,Kongunadu Hospital,78,122,1,0.36,0.5828198663591678
877,877,108,Kongunadu Hospital,5,178,1,0.36,0.48888854560620243
878,878,108,Kongunadu Hospital,90,105,1,0.36,0.4394470430621906
879,879,108,Kongunadu Hospital,35,169,1,0.36,0.5368132167547871
880,880,108,Kongunadu Hospital,61,49,1,0.36,0.5055086472235304
881,881,108,Kongunadu Hospital,31,189,1,0.36,0.5115207894432927
882,882,108,Kongunadu Hospital,131,48,1,0.36,0.5122433793059267
883,883,108,Kongunadu Hospital,5,0,1,0.36,0.5787263435392778
884,884,108,Kongunadu Hospital,18,56,1,0.36,0.5909428771230085
885,885,108,Kongunadu Hospital,82,26,1,0.36,0.48403990639499483
886,886,108,Kongunadu Hospital,79,9,1,0.36,0.5944423289638521
887,887,108,Kongunadu Hospital,153,137,1,0.36,0.5474284461186927
888,888,108,Kongunadu Hospital,20,100,1,0.36,0.5852910522845125
889,889,108,Kongunadu Hospital,18,62,1,0.36,0.6283594776952659
890,890,108,Kongunadu Hospital,85,108,1,0.36,0.5139237042781537
891,891,108,Kongunadu Hospital,95,199,1,0.36,0.49075045936632977
892,892,108,Kongunadu Hospital,143,141,1,0.36,0.503742932857018
893,893,108,Kongunadu Hospital,154,63,1,0.36,0.4665541859275697
894,894,108,Kongunadu Hospital,190,109,1,0.36,0.44409943513800515
895,895,108,Kongunadu Hospital,88,148,1,0.36,0.5062058046795743
896,896,108,Kongunadu Hospital,195,90,1,0.36,0.41816867191174895
897,897,108,Kongunadu Hospital,46,74,1,0.36,0.5621243847350825
898,898,108,Kongunadu Hospital,191,187,1,0.36,0.43133353936772845
899,899,108,Kongunadu Hospital,186,185,1,0.36,0.4314709201520209
900,900,109,GH Hospital,63,181,0,0.32,0.3102549140599352
901,901,109,GH Hospital,182,171,0,0.32,0.2067306828656999
902,902,109,GH Hospital,28,3,0,0.32,0.4475769970362326
903,903,109,GH Hospital,74,51,0,0.32,0.28440794728180385
904,904,109,GH Hospital,179,5,0,0.32,0.34994027305025965
905,905,109,GH Hospital,34,59,0,0.32,0.3235399627222898
906,906,109,GH Hospital,184,42,0,0.32,0.23524136142825847
907,907,109,GH Hospital,45,34,0,0.32,0.35831581765140896
908,908,109,GH Hospital,9,188,0,0.32,0.3367524251646695
909,909,109,GH Hospital,10,139,0,0.32,0.432533293867136
910,910,109,GH Hospital,25,45,0,0.32,0.3151453447015627
911,911,109,GH Hospital,153,18,0,0.32,0.33640912291477776
912,912,109,GH Hospital,161,29,0,0.32,0.363019506788934
913,913,109,GH Hospital,151,160,0,0.32,0.22470790668646662
914,914,109,GH Hospital,153,144,0,0.32,0.3307931994382318
915,915,109,GH Hospital,125,65,0,0.32,0.215792290780285
916,916,109,GH Hospital,69,4,0,0.32,0.29821365075952433
917,917,109,GH Hospital,43,188,0,0.32,0.29627773722386547
918,918,109,GH Hospital,70,121,0,0.32,0.351591228061662
919,919,109,GH Hospital,195,76,0,0.32,0.2066037660460876
920,920,109,GH Hospital,129,84,0,0.32,0.19688124905246485
921,921,109,GH Hospital,185,162,0,0.32,0.21488108240447018
922,922,109,GH Hospital,108,45,0,0.32,0.3259334367695933
923,923,109,GH Hospital,158,135,0,0.32,0.29472495237006235
924,924,109,GH Hospital,48,180,0,0.32,0.2993228516324512
925,925,109,GH Hospital,31,46,0,0.32,0.4108682856010642
926,926,109,GH Hospital,21,40,0,0.32,0.3822988983111568
927,927,109,GH Hospital,15,179,0,0.32,0.3163318132531365
928,928,109,GH Hospital,55,43,0,0.32,0.28360866382154815
929,929,109,GH Hospital,16,83,0,0.32,0.35487307171533317
930,930,109,GH Hospital,5,114,0,0.32,0.42134207506498167
931,931,109,GH Hospital,182,14,0,0.32,0.32538888795674376
932,932,109,GH Hospital,150,188,0,0.32,0.17828664302085223
933,933,109,GH Hospital,59,29,0,0.32,0.2547998685600116
934,934,109,GH Hospital,181,77,0,0.32,0.24426589593088677
935,935,109,GH Hospital,80,181,0,0.32,0.27442196976239913
936,936,109,GH Hospital,78,66,0,0.32,0.3268855443129927
937,937,109,GH Hospital,153,1,0,0.32,0.3670490992922969
938,938,109,GH Hospital,58,173,0,0.32,0.302635947225526
939,939,109,GH Hospital,190,101,0,0.32,0.17766117449948815
940,940,109,GH Hospital,94,155,0,0.32,0.2535827179793534
941,941,109,GH Hospital,76,68,0,0.32,0.258414726219954
942,942,109,GH Hospital,172,154,0,0.32,0.23742043681909072
943,943,109,GH Hospital,30,73,0,0.32,0.41047018972322175
944,944,109,GH Hospital,182,173,0,0.32,0.22748044425345856
945,945,109,GH Hospital,96,15,0,0.32,0.2795112131122103
946,946,109,GH Hospital,163,61,0,0.32,0.2559681793143359
947,947,109,GH Hospital,157,14,0,0.32,0.37496532290846346
948,948,109,GH Hospital,119,190,0,0.32,0.20715967382828762
949,949,109,GH Hospital,86,40,0,0.32,0.2915678254928691
950,950,109,GH Hospital,150,6,1,0.32,0.5060790928586432
951,951,109,GH Hospital,70,77,1,0.32,0.4820599644925013
952,952,109,GH Hospital,92,87,1,0.32,0.45905671199424436
953,953,109,GH Hospital,116,106,1,0.32,0.45106429710912005
954,954,109,GH Hospital,145,71,1,0.32,0.4675777346450095
955,955,109,GH Hospital,42,179,1,0.32,0.5221687780808291
956,956,109,GH Hospital,109,101,1,0.32,0.41154933466796234
957,957,109,GH Hospital,85,36,1,0.32,0.48748997805765804
958,958,109,GH Hospital,150,11,1,0.32,0.5289479407973042
959,959,109,GH Hospital,168,149,1,0.32,0.4843483765265838
960,960,109,GH Hospital,74,0,1,0.32,0.5444653501395166
961,961,109,GH Hospital,133,64,1,0.32,0.4839047320007531
962,962,109,GH Hospital,83,51,1,0.32,0.48374636195018106
963,963,109,GH Hospital,8,127,1,0.32,0.6345571262628018
964,964,109,GH Hospital,9,105,1,0.32,0.5822186210516249
965,965,109,GH Hospital,24,191,1,0.32,0.4893120024285201
966,966,109,GH Hospital,87,3,1,0.32,0.5191898042654932
967,967,109,GH Hospital,167,17,1,0.32,0.4808450282578687
968,968,109,GH Hospital,60,180,1,0.32,0.49526691855323945
969,969,109,GH Hospital,93,24,1,0.32,0.515349807725117
970,970,109,GH Hospital,37,199,1,0.32,0.50953492759375
971,971,109,GH Hospital,100,190,1,0.32,0.43567869171611123
972,972,109,GH Hospital,100,157,1,0.32,0.5063302110793071
973,973,109,GH Hospital,88,191,1,0.32,0.47256324812119005
974,974,109,GH Hospital,171,76,1,0.32,0.4715015762657242
975,975,109,GH Hospital,86,68,1,0.32,0.555213230893713
976,976,109,GH Hospital,94,90,1,0.32,0.4572254066544481
977,977,109,GH Hospital,137,137,1,0.32,0.48613861900469046
978,978,109,GH Hospital,57,146,1,0.32,0.5047943821966007
979,979,109,GH Hospital,132,70,1,0.32,0.4990914174870583
980,980,109,GH Hospital,121,59,1,0.32,0.4850508811866059
981,981,109,GH Hospital,2,48,1,0.32,0.7397278095425026
982,982,109,GH Hospital,136,102,1,0.32,0.4081029262464804
983,983,109,GH Hospital,107,6,1,0.32,0.5219348263429526
984,984,109,GH Hospital,34,75,1,0.32,0.49447809852202074
985,985,109,GH Hospital,187,60,1,0.32,0.4640867027675579
986,986,109,GH Hospital,193,43,1,0.32,0.4437546153292418
987,987,109,GH Hospital,55,106,1,0.32,0.5138584188655588
988,988,109,GH Hospital,7,144,1,0.32,0.6016337271533978
989,989,109,GH Hospital,26,27,1,0.32,0.7059975949526438
990,990,109,GH Hospital,184,117,1,0.32,0.5074308348715941
991,991,109,GH Hospital,176,196,1,0.32,0.4339973735486752
992,992,109,GH Hospital,9,182,1,0.32,0.6210272163464083
993,993,109,GH Hospital,98,160,1,0.32,0.48885395338934956
994,994,109,GH Hospital,2,39,1,0.32,0.6808720961293648
995,995,109,GH Hospital,67,113,1,0.32,0.557697248625527
996,996,109,GH Hospital,156,173,1,0.32,0.42662724543870073
997,997,109,GH Hospital,163,174,1,0.32,0.43653900523556805
998,998,109,GH Hospital,41,111,1,0.32,0.5580094063152747
999,999,109,GH Hospital,93,150,1,0.32,0.5800149099587611
1000,1000,110,VGM Hospital,79,153,0,0.88,0.41533245333516033
1001,1001,110,VGM Hospital,70,7,0,0.88,0.5742023450205833
1002,1002,110,VGM Hospital,189,88,0,0.88,0.32979627159542524
1003,1003,110,VGM Hospital,175,142,0,0.88,0.3655843184934946
1004,1004,110,VGM Hospital,141,51,0,0.88,0.3593083552500594
1005,1005,110,VGM Hospital,197,192,0,0.88,0.3145607214324368
1006,1006,110,VGM Hospital,132,114,0,0.88,0.45813645134795644
1007,1007,110,VGM Hospital,89,116,0,0.88,0.4711557875710012
1008,1008,110,VGM Hospital,162,182,0,0.88,0.3189633337224903
1009,1009,110,VGM Hospital,133,156,0,0.88,0.37796575326059634
1010,1010,110,VGM Hospital,35,116,0,0.88,0.4790779621787285
1011,1011,110,VGM Hospital,109,98,0,0.88,0.3368849184006957
1012,1012,110,VGM Hospital,24,81,0,0.88,0.4378538396953877
1013,1013,110,VGM Hospital,190,172,0,0.88,0.33337667547074695
1014,1014,110,VGM Hospital,82,154,0,0.88,0.4924179902585133
1015,1015,110,VGM Hospital,153,34,0,0.88,0.42964202522166006
1016,1016,110,VGM Hospital,32,70,0,0.88,0.5179489233399263
1017,1017,110,VGM Hospital,134,51,0,0.88,0.3566358781757306
1018,1018,110,VGM Hospital,184,44,0,0.88,0.3617860022536293
1019,1019,110,VGM Hospital,20,165,0,0.88,0.4742299003525372
1020,1020,110,VGM Hospital,161,28,0,0.88,0.46144471828244077
1021,1021,110,VGM Hospital,188,88,0,0.88,0.2995151202498347
1022,1022,110,VGM Hospital,33,198,0,0.88,0.411685639058723
1023,1023,110,VGM Hospital,118,14,0,0.88,0.42468653320220756
1024,1024,110,VGM Hospital,182,163,0,0.88,0.35330247970684114
1025,1025,110,VGM Hospital,6,98,0,0.88,0.42596172302396407
1026,1026,110,VGM Hospital,173,154,0,0.88,0.3535748779097253
1027,1027,110,VGM Hospital,158,125,0,0.88,0.34672261689507977
1028,1028,110,VGM Hospital,120,96,0,0.88,0.35192032297405773
1029,1029,110,VGM Hospital,73,36,0,0.88,0.39476908773875197
1030,1030,110,VGM Hospital,147,14,0,0.88,0.44561757468447316
1031,1031,110,VGM Hospital,40,80,0,0.88,0.4303826145645653
1032,1032,110,VGM Hospital,13,164,0,0.88,0.554771414117942
1033,1033,110,VGM Hospital,137,165,0,0.88,0.364938534859786
1034,1034,110,VGM Hospital,105,141,0,0.88,0.42077371197155194
1035,1035,110,VGM Hospital,55,124,0,0.88,0.46481275708860226
1036,1036,110,VGM Hospital,8,170,0,0.88,0.4629608603927889
1037,1037,110,VGM Hospital,160,0,0,0.88,0.47350169015786747
1038,1038,110,VGM Hospital,190,136,0,0.88,0.4095378226344996
1039,1039,110,VGM Hospital,56,54,0,0.88,0.36887086917735723
1040,1040,110,VGM Hospital,172,70,0,0.88,0.40838512516194253
1041,1041,110,VGM Hospital,118,87,0,0.88,0.33733521328031146
1042,1042,110,VGM Hospital,167,193,0,0.88,0.33677321142976974
1043,1043,110,VGM Hospital,173,6,0,0.88,0.45419479128821816
1044,1044,110,VGM Hospital,127,108,0,0.88,0.3447334947425989
1045,1045,110,VGM Hospital,6,60,0,0.88,0.4789894560773382
1046,1046,110,VGM Hospital,174,60,0,0.88,0.4296724386626526
1047,1047,110,VGM Hospital,168,18,0,0.88,0.4475539721985564
1048,1048,110,VGM Hospital,154,32,0,0.88,0.3979300267205914
1049,1049,110,VGM Hospital,182,101,0,0.88,0.34367089572565424
1050,1050,110,VGM Hospital,195,199,1,0.88,0.5078735733475279
1051,1051,110,VGM Hospital,80,116,1,0.88,0.6283865364205892
1052,1052,110,VGM Hospital,168,182,1,0.88,0.5476460509998656
1053,1053,110,VGM Hospital,80,8,1,0.88,0.6460611703119451
1054,1054,110,VGM Hospital,15,143,1,0.88,0.7832957038841507
1055,1055,110,VGM Hospital,62,97,1,0.88,0.7215996019243291
1056,1056,110,VGM Hospital,79,171,1,0.88,0.6298170973893881
1057,1057,110,VGM Hospital,57,94,1,0.88,0.6376407947927086
1058,1058,110,VGM Hospital,133,135,1,0.88,0.6001245585432049
1059,1059,110,VGM Hospital,142,155,1,0.88,0.5440408906017002
1060,1060,110,VGM Hospital,28,181,1,0.88,0.6651638126107028
1061,1061,110,VGM Hospital,53,51,1,0.88,0.6884281372591782
1062,1062,110,VGM Hospital,2,190,1,0.88,0.7796353975810699
1063,1063,110,VGM Hospital,32,40,1,0.88,0.7884539155540713
1064,1064,110,VGM Hospital,25,198,1,0.88,0.638583283037487
1065,1065,110,VGM Hospital,124,83,1,0.88,0.581803475916654
1066,1066,110,VGM Hospital,57,21,1,0.88,0.7419260463831259
1067,1067,110,VGM Hospital,74,8,1,0.88,0.6247824800009272
1068,1068,110,VGM Hospital,55,7,1,0.88,0.6708386526087562
1069,1069,110,VGM Hospital,124,50,1,0.88,0.5792200960536091
1070,1070,110,VGM Hospital,28,172,1,0.88,0.7166366047742574
1071,1071,110,VGM Hospital,104,53,1,0.88,0.5792781364116502
1072,1072,110,VGM Hospital,190,26,1,0.88,0.6446128505803153
1073,1073,110,VGM Hospital,100,19,1,0.88,0.7387157293337389
1074,1074,110,VGM Hospital,191,192,1,0.88,0.5101447975694952
1075,1075,110,VGM Hospital,103,64,1,0.88,0.6384440054840737
1076,1076,110,VGM Hospital,57,149,1,0.88,0.7274845128872653
1077,1077,110,VGM Hospital,59,160,1,0.88,0.6557060568171806
1078,1078,110,VGM Hospital,162,144,1,0.88,0.6087307242965533
1079,1079,110,VGM Hospital,157,200,1,0.88,0.5491322317178357
1080,1080,110,VGM Hospital,157,13,1,0.88,0.6574236262441341
1081,1081,110,VGM Hospital,67,91,1,0.88,0.6495473577715549
1082,1082,110,VGM Hospital,187,129,1,0.88,0.6270876613683132
1083,1083,110,VGM Hospital,96,95,1,0.88,0.6293167298098449
1084,1084,110,VGM Hospital,133,183,1,0.88,0.5375702467389083
1085,1085,110,VGM Hospital,20,96,1,0.88,0.6403525351988595
1086,1086,110,VGM Hospital,51,72,1,0.88,0.7525556032682464
1087,1087,110,VGM Hospital,155,79,1,0.88,0.5994370161600953
1088,1088,110,VGM Hospital,80,144,1,0.88,0.7104734905663099
1089,1089,110,VGM Hospital,7,121,1,0.88,0.6948626991309556
1090,1090,110,VGM Hospital,160,54,1,0.88,0.6578388655535652
1091,1091,110,VGM Hospital,50,2,1,0.88,0.6385686798976711
1092,1092,110,VGM Hospital,175,46,1,0.88,0.5754659738124992
1093,1093,110,VGM Hospital,97,111,1,0.88,0.627105066576573
1094,1094,110,VGM Hospital,171,95,1,0.88,0.5720907117876001
1095,1095,110,VGM Hospital,58,76,1,0.88,0.6629336131618735
1096,1096,110,VGM Hospital,96,42,1,0.88,0.6470831874189349
1097,1097,110,VGM Hospital,53,1,1,0.88,0.7562066124699963
1098,1098,110,VGM Hospital,156,173,1,0.88,0.6130773971215986
1099,1099,110,VGM Hospital,186,196,1,0.88,0.544236358485583
1100,1100,111,CKK Hospital,16,8,0,0.66,0.4929435681323846
1101,1101,111,CKK Hospital,57,43,0,0.66,0.5028028463495898
1102,1102,111,CKK Hospital,110,84,0,0.66,0.33761083035191936
1103,1103,111,CKK Hospital,55,107,0,0.66,0.3272372981095772
1104,1104,111,CKK Hospital,26,9,0,0.66,0.44388511860005164
1105,1105,111,CKK Hospital,184,28,0,0.66,0.4111249321731345
1106,1106,111,CKK Hospital,160,183,0,0.66,0.2670120216324999
1107,1107,111,CKK Hospital,104,101,0,0.66,0.30469895597718005
1108,1108,111,CKK Hospital,105,151,0,0.66,0.39069201716876373
1109,1109,111,CKK Hospital,29,19,0,0.66,0.510469420420778
1110,1110,111,CKK Hospital,169,144,0,0.66,0.3500345256884527
1111,1111,111,CKK Hospital,129,115,0,0.66,0.3587257462002998
1112,1112,111,CKK Hospital,85,61,0,0.66,0.4015432508067928
1113,1113,111,CKK Hospital,101,171,0,0.66,0.3611449469705166
1114,1114,111,CKK Hospital,39,142,0,0.66,0.4545043529304216
1115,1115,111,CKK Hospital,105,197,0,0.66,0.3144129880132268
1116,1116,111,CKK Hospital,6,94,0,0.66,0.35811607302463344
1117,1117,111,CKK Hospital,21,1,0,0.66,0.5789566263897279
1118,1118,111,CKK Hospital,131,191,0,0.66,0.267486798785233
1119,1119,111,CKK Hospital,182,66,0,0.66,0.3403988607144327
1120,1120,111,CKK Hospital,134,39,0,0.66,0.30754336289494255
1121,1121,111,CKK Hospital,92,27,0,0.66,0.41760221067703585
1122,1122,111,CKK Hospital,3,200,0,0.66,0.3390917098479358
1123,1123,111,CKK Hospital,26,112,0,0.66,0.4832239789528018
1124,1124,111,CKK Hospital,199,43,0,0.66,0.30699940220637717
1125,1125,111,CKK Hospital,175,28,0,0.66,0.34961203002704744
1126,1126,111,CKK Hospital,102,170,0,0.66,0.3166813436010629
1127,1127,111,CKK Hospital,165,111,0,0.66,0.3400791468272178
1128,1128,111,CKK Hospital,73,101,0,0.66,0.3347498913975951
1129,1129,111,CKK Hospital,138,43,0,0.66,0.37601398335949376
1130,1130,111,CKK Hospital,100,173,0,0.66,0.3194295612398966
1131,1131,111,CKK Hospital,149,122,0,0.66,0.359865281173462
1132,1132,111,CKK Hospital,13,196,0,0.66,0.33215990541233
1133,1133,111,CKK Hospital,180,113,0,0.66,0.3866389919289148
1134,1134,111,CKK Hospital,151,42,0,0.66,0.3577187552924769
1135,1135,111,CKK Hospital,104,133,0,0.66,0.4218602030898848
1136,1136,111,CKK Hospital,192,171,0,0.66,0.27367282450971087
1137,1137,111,CKK Hospital,116,63,0,0.66,0.27795847221140574
1138,1138,111,CKK Hospital,108,61,0,0.66,0.31788386222433224
1139,1139,111,CKK Hospital,35,132,0,0.66,0.4552073321204049
1140,1140,111,CKK Hospital,63,176,0,0.66,0.32357376925259346
1141,1141,111,CKK Hospital,71,15,0,0.66,0.3918306938176649
1142,1142,111,CKK Hospital,103,106,0,0.66,0.31548160413652726
1143,1143,111,CKK Hospital,142,1,0,0.66,0.3256746139351842
1144,1144,111,CKK Hospital,38,111,0,0.66,0.5361174925952319
1145,1145,111,CKK Hospital,138,41,0,0.66,0.3419246454768121
1146,1146,111,CKK Hospital,20,175,0,0.66,0.33588964597945836
1147,1147,111,CKK Hospital,169,186,0,0.66,0.30560677607482556
1148,1148,111,CKK Hospital,193,24,0,0.66,0.3714914092734347
1149,1149,111,CKK Hospital,127,112,0,0.66,0.3583735271315826
1150,1150,111,CKK Hospital,90,73,1,0.66,0.5603962157259254
1151,1151,111,CKK Hospital,31,97,1,0.66,0.7139208986489728
1152,1152,111,CKK Hospital,33,50,1,0.66,0.5557207016051406
1153,1153,111,CKK Hospital,67,48,1,0.66,0.5662473085069384
1154,1154,111,CKK Hospital,94,183,1,0.66,0.5551345357860263
1155,1155,111,CKK Hospital,166,161,1,0.66,0.611865204453907
1156,1156,111,CKK Hospital,133,81,1,0.66,0.5189281626706954
1157,1157,111,CKK Hospital,183,39,1,0.66,0.5855222869177534
1158,1158,111,CKK Hospital,2,187,1,0.66,0.6981559642519714
1159,1159,111,CKK Hospital,25,193,1,0.66,0.5612338416245625
1160,1160,111,CKK Hospital,98,141,1,0.66,0.600143145202746
1161,1161,111,CKK Hospital,57,32,1,0.66,0.7014992857149508
1162,1162,111,CKK Hospital,131,121,1,0.66,0.5999722858141125
1163,1163,111,CKK Hospital,125,13,1,0.66,0.5171144488566577
1164,1164,111,CKK Hospital,48,85,1,0.66,0.6620612052491581
1165,1165,111,CKK Hospital,57,196,1,0.66,0.6394963435044579
1166,1166,111,CKK Hospital,22,170,1,0.66,0.556070861196733
1167,1167,111,CKK Hospital,61,6,1,0.66,0.7304709768515545
1168,1168,111,CKK Hospital,128,77,1,0.66,0.5273268684525456
1169,1169,111,CKK Hospital,79,46,1,0.66,0.6229120896997644
1170,1170,111,CKK Hospital,112,5,1,0.66,0.5226948821627591
1171,1171,111,CKK Hospital,117,141,1,0.66,0.5639016625938454
1172,1172,111,CKK Hospital,93,138,1,0.66,0.5625433124998155
1173,1173,111,CKK Hospital,177,48,1,0.66,0.5719145614331252
1174,1174,111,CKK Hospital,136,165,1,0.66,0.521398142406478
1175,1175,111,CKK Hospital,57,13,1,0.66,0.7708260450490203
1176,1176,111,CKK Hospital,156,138,1,0.66,0.5670959870756231
1177,1177,111,CKK Hospital,144,177,1,0.66,0.5074495860897338
1178,1178,111,CKK Hospital,46,97,1,0.66,0.6183827653775019
1179,1179,111,CKK Hospital,106,103,1,0.66,0.5139374006870714
1180,1180,111,CKK Hospital,103,68,1,0.66,0.59715478650165
1181,1181,111,CKK Hospital,46,185,1,0.66,0.5614624888033881
1182,1182,111,CKK Hospital,25,34,1,0.66,0.7313088528403084
1183,1183,111,CKK Hospital,164,45,1,0.66,0.6055956931917604
1184,1184,111,CKK Hospital,195,50,1,0.66,0.5439188944058617
1185,1185,111,CKK Hospital,104,195,1,0.66,0.5655703794744417
1186,1186,111,CKK Hospital,14,91,1,0.66,0.6132829096453521
1187,1187,111,CKK Hospital,67,148,1,0.66,0.6164583405798002
1188,1188,111,CKK Hospital,63,187,1,0.66,0.5707968332153782
1189,1189,111,CKK Hospital,199,104,1,0.66,0.456190422336655
1190,1190,111,CKK Hospital,86,136,1,0.66,0.5958791075341091
1191,1191,111,CKK Hospital,112,103,1,0.66,0.5330984188104475
1192,1192,111,CKK Hospital,173,97,1,0.66,0.5035595649049621
1193,1193,111,CKK Hospital,59,121,1,0.66,0.6613628725414642
1194,1194,111,CKK Hospital,200,75,1,0.66,0.4955478312701523
1195,1195,111,CKK Hospital,58,52,1,0.66,0.6873457491400364
1196,1196,111,CKK Hospital,102,146,1,0.66,0.60296935299439
1197,1197,111,CKK Hospital,85,28,1,0.66,0.6173891253337875
1198,1198,111,CKK Hospital,86,153,1,0.66,0.5412652505511719
1199,1199,111,CKK Hospital,97,150,1,0.66,0.6095481098982787
1200,1200,112,KVB Hospital,79,195,0,0.54,0.2753790629768033
1201,1201,112,KVB Hospital,81,60,0,0.54,0.4065844056455902
1202,1202,112,KVB Hospital,135,71,0,0.54,0.2794299387729352
1203,1203,112,KVB Hospital,197,131,0,0.54,0.2979983925814421
1204,1204,112,KVB Hospital,167,155,0,0.54,0.2534204202967031
1205,1205,112,KVB Hospital,44,110,0,0.54,0.2864518018679897
1206,1206,112,KVB Hospital,197,87,0,0.54,0.2313515609309437
1207,1207,112,KVB Hospital,37,65,0,0.54,0.4687809615016403
1208,1208,112,KVB Hospital,134,120,0,0.54,0.2821198662693968
1209,1209,112,KVB Hospital,60,72,0,0.54,0.3147154682633541
1210,1210,112,KVB Hospital,99,191,0,0.54,0.25970542427184284
1211,1211,112,KVB Hospital,60,193,0,0.54,0.36626821083623584
1212,1212,112,KVB Hospital,63,116,0,0.54,0.3908557621825859
1213,1213,112,KVB Hospital,50,154,0,0.54,0.33571138376094195
1214,1214,112,KVB Hospital,151,52,0,0.54,0.2796996687564983
1215,1215,112,KVB Hospital,86,39,0,0.54,0.4021896770508261
1216,1216,112,KVB Hospital,175,95,0,0.54,0.2854153523636684
1217,1217,112,KVB Hospital,134,11,0,0.54,0.38833088010809774
1218,1218,112,KVB Hospital,182,27,0,0.54,0.30112026686316595
1219,1219,112,KVB Hospital,164,132,0,0.54,0.3128352882768534
1220,1220,112,KVB Hospital,129,6,0,0.54,0.4149590100509152
1221,1221,112,KVB Hospital,71,119,0,0.54,0.3607087313633647
1222,1222,112,KVB Hospital,110,96,0,0.54,0.25780734326640486
1223,1223,112,KVB Hospital,199,67,0,0.54,0.25074641620128807
1224,1224,112,KVB Hospital,44,136,0,0.54,0.4010827468983361
1225,1225,112,KVB Hospital,192,81,0,0.54,0.2595616428665588
1226,1226,112,KVB Hospital,99,118,0,0.54,0.3374643003455734
1227,1227,112,KVB Hospital,35,183,0,0.54,0.381683837922713
1228,1228,112,KVB Hospital,7,86,0,0.54,0.44815085310770475
1229,1229,112,KVB Hospital,152,160,0,0.54,0.2892036610491425
1230,1230,112,KVB Hospital,126,65,0,0.54,0.3074929148504443
1231,1231,112,KVB Hospital,101,52,0,0.54,0.2799362261231438
1232,1232,112,KVB Hospital,7,6,0,0.54,0.5871446091811585
1233,1233,112,KVB Hospital,4,196,0,0.54,0.43474995423003737
1234,1234,112,KVB Hospital,118,101,0,0.54,0.2628090617277473
1235,1235,112,KVB Hospital,42,61,0,0.54,0.4197610336189118
1236,1236,112,KVB Hospital,161,112,0,0.54,0.39416904133027897
1237,1237,112,KVB Hospital,45,86,0,0.54,0.3501751016189182
